ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
50,RL,80.0,8480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,3,1,3,1,832.0,GasA,TA,Y,SBrkr,1216,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,Detchd,1,1.0,336.0,3,3,Y,158,0,102,0,0,0,0,10,2008,COD,118500
50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,3,3,1,1,1,862.0,GasA,TA,Y,SBrkr,1158,0.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,BuiltIn,2,1.0,208.0,3,3,Y,0,0,112,0,0,0,0,7,2008,WD ,120000
20,RL,74.0,8847,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,Gd,TA,PConc,4,3,3,6,1,1538.0,GasA,Ex,Y,SBrkr,1538,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2,2.0,484.0,3,3,Y,146,40,0,0,0,0,0,12,2007,WD ,260000
20,RL,68.0,8050,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,150.0,TA,TA,CBlock,3,3,1,4,3,1143.0,GasA,TA,Y,SBrkr,1143,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,2,1.0,308.0,3,3,Y,0,0,0,0,0,0,0,5,2010,WD ,136000
20,RL,70.0,8294,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,3,1,1,1,858.0,GasA,TA,Y,SBrkr,872,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1,4.0,480.0,3,3,Y,0,0,0,0,0,0,0,6,2007,WD ,123000
50,RM,68.0,7920,Pave,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,3,3,1,1,1,319.0,GasA,TA,Y,FuseA,1406,0.0,0.0,1,0,3,1,Fa,6,Typ,0,None,None,0,0.0,0.0,0,0,N,0,144,0,0,0,0,0,3,2008,WD ,89500
20,RL,100.0,18494,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,1,1,1324.0,GasA,Ex,Y,SBrkr,1324,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,3,2.0,430.0,3,3,Y,36,23,0,0,0,0,0,1,2010,WD ,199500
20,RL,68.0,7162,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,3,3,1,1,1,876.0,GasA,TA,Y,SBrkr,904,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1,1.0,408.0,3,3,Y,0,0,0,0,0,0,0,12,2008,WD ,109900
70,RL,53.0,10918,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,4,3,1,1,1,1276.0,GasA,Ex,Y,SBrkr,2080,0.0,0.0,1,1,3,1,Gd,9,Typ,2,Gd,Detchd,1,1.0,282.0,3,3,Y,0,0,0,0,145,0,0,6,2009,WD ,234000
120,RM,37.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,4,3,2,6,1,848.0,GasA,Ex,Y,SBrkr,848,1.0,0.0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2,2.0,420.0,3,3,Y,140,0,0,0,0,0,0,5,2006,WD ,155900
50,RL,68.0,11250,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,3,3,3,1,1,1104.0,GasA,Ex,Y,FuseA,1788,1.0,0.0,1,0,5,1,TA,8,Min2,2,TA,Attchd,1,1.0,304.0,3,3,Y,120,0,0,0,0,0,0,11,2009,WD ,161500
20,RL,68.0,14375,Pave,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,TA,TA,CBlock,3,3,1,6,3,819.0,GasA,Gd,Y,FuseA,1344,0.0,1.0,1,0,3,1,Gd,7,Typ,1,Gd,Basment,2,2.0,525.0,3,3,Y,0,118,0,0,233,0,0,1,2009,COD,137500
190,RM,100.0,9045,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,3,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,3,3,2,1,1,840.0,Grav,Fa,N,FuseF,2256,0.0,0.0,2,0,4,2,Fa,12,Typ,0,None,None,0,0.0,0.0,0,0,N,0,18,18,0,0,0,0,6,2010,WD ,76500
60,RL,97.0,10029,Pave,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,4,3,1,6,1,1151.0,GasA,TA,Y,SBrkr,2060,0.0,1.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1,2.0,521.0,3,3,Y,0,228,0,0,192,0,0,9,2007,WD ,211000
120,RH,34.0,4060,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,4,3,1,6,1,1405.0,GasA,Ex,Y,SBrkr,1337,1.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,3,2.0,511.0,3,3,Y,144,68,0,0,0,0,0,8,2008,COD,181000
80,RL,82.0,9020,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,3,3,4,3,5,1127.0,GasA,TA,Y,SBrkr,1165,1.0,0.0,1,1,3,1,TA,6,Typ,0,None,Attchd,2,2.0,490.0,4,4,Y,0,129,0,0,0,0,0,5,2008,WD ,174900
80,RL,96.0,11777,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,3,3,3,2,5,1164.0,GasA,Ex,Y,SBrkr,1320,1.0,0.0,1,0,3,1,TA,6,Typ,2,Fa,Attchd,2,2.0,564.0,3,3,Y,160,68,240,0,0,0,0,5,2006,WD ,164500
20,RL,70.0,10171,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,Gd,TA,PConc,4,3,1,6,1,1517.0,GasA,Ex,Y,SBrkr,1535,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2,2.0,532.0,3,3,Y,0,0,0,0,0,0,0,3,2010,WD ,214000
60,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1980,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,280.0,TA,TA,CBlock,4,3,2,1,1,738.0,GasA,TA,Y,SBrkr,2044,0.0,0.0,2,1,3,1,TA,7,Min1,1,TA,Attchd,1,2.0,489.0,3,3,Y,28,73,0,0,0,0,0,3,2008,WD ,185000
50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,3,3,1,4,1,704.0,GasA,Ex,Y,SBrkr,1136,0.0,1.0,1,0,2,1,TA,6,Typ,0,None,Detchd,1,1.0,336.0,3,3,Y,0,365,80,0,0,0,0,8,2008,WD ,123000
85,RL,68.0,12150,Pave,IR1,Bnk,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,CBlock,4,3,3,6,1,1001.0,GasA,TA,Y,SBrkr,1299,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Po,BuiltIn,2,2.0,486.0,3,3,Y,84,0,222,0,0,0,0,1,2007,WD ,183500
160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,4,3,1,1,1,776.0,GasA,Ex,Y,SBrkr,1441,0.0,0.0,2,1,2,1,Gd,5,Typ,0,None,Detchd,1,2.0,492.0,3,3,Y,206,0,0,0,0,0,0,11,2007,WD ,174000
20,RL,68.0,22692,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,3,1,3,1,1073.0,GasA,TA,Y,SBrkr,1630,0.0,0.0,2,0,3,1,TA,6,Mod,1,TA,Detchd,1,2.0,649.0,3,3,P,0,64,0,0,0,0,0,3,2007,COD,130000
70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,3,4,1,2,1,728.0,GasA,Ex,Y,SBrkr,1641,0.0,1.0,1,1,3,1,Ex,6,Typ,1,Gd,Detchd,1,2.0,546.0,2,3,Y,0,0,234,0,0,0,0,8,2006,WD ,178000
60,RL,74.0,13830,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,3,1,6,1,928.0,GasA,Gd,Y,SBrkr,1629,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,3,2.0,482.0,3,3,Y,212,34,0,0,0,0,0,3,2010,WD ,189900
120,RM,68.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,4,3,3,6,1,848.0,GasA,Ex,Y,SBrkr,848,1.0,0.0,1,0,1,1,Gd,4,Typ,0,None,Attchd,3,2.0,420.0,3,3,Y,140,0,0,0,0,0,0,6,2009,WD ,144000
30,RM,68.0,5890,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,3,3,3,5,1,816.0,GasA,Ex,Y,SBrkr,816,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1,1.0,432.0,3,3,Y,0,0,96,0,0,0,0,6,2008,WD ,120500
20,RL,112.0,10859,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,3,1,1,1,1097.0,GasA,Ex,Y,SBrkr,1097,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Attchd,1,2.0,672.0,3,3,Y,392,64,0,0,0,0,0,6,2009,WD ,145000
120,RL,41.0,5330,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,4,3,3,6,1,1494.0,GasA,Ex,Y,SBrkr,1652,1.0,0.0,2,0,2,1,Ex,6,Typ,0,None,Attchd,2,2.0,499.0,3,3,Y,96,48,0,0,0,0,0,8,2007,WD ,251000
90,RL,72.0,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,3,3,1,1,1,1768.0,GasA,TA,N,SBrkr,1768,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,None,0,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,4,2010,WD ,136500
90,RL,74.0,6845,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,TA,TA,Slab,0,0,0,0,0,0.0,GasA,TA,N,FuseF,1152,0.0,0.0,2,0,2,2,TA,6,Typ,0,None,None,0,0.0,0.0,0,0,N,0,0,0,0,0,0,0,7,2008,WD ,82500
30,I (all),109.0,21780,Grvl,Reg,Lvl,NoSewr,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,0,0,0,0,0,0.0,GasA,TA,N,FuseA,810,0.0,0.0,1,0,1,1,TA,4,Min1,0,None,Detchd,1,1.0,280.0,3,3,N,119,24,0,0,0,0,0,3,2009,ConLD,57625
120,RL,80.0,10307,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,Gd,TA,PConc,4,3,1,6,1,1350.0,GasA,Ex,Y,SBrkr,1358,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2,2.0,484.0,3,3,Y,192,26,0,0,0,0,0,5,2009,WD ,212500
120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,5,3,1,6,1,1216.0,GasA,Ex,Y,SBrkr,1216,1.0,0.0,2,0,2,1,TA,5,Typ,0,None,Attchd,1,2.0,402.0,3,3,Y,0,125,0,0,0,0,0,5,2006,WD ,164000
50,RM,75.0,9060,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,BrkFace,327.0,TA,TA,CBlock,3,3,1,1,1,967.0,GasA,Gd,Y,SBrkr,1638,0.0,0.0,2,0,4,1,Gd,6,Typ,0,None,Detchd,1,1.0,384.0,3,3,Y,0,21,0,0,0,0,0,4,2006,WD ,139000
160,FV,24.0,2160,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,4,3,1,4,1,600.0,GasA,Ex,Y,SBrkr,1252,1.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,1,2.0,462.0,3,3,Y,0,48,0,0,0,0,0,3,2008,WD ,160000
85,RL,70.0,7669,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,PConc,4,3,3,6,2,828.0,GasA,TA,Y,SBrkr,883,1.0,0.0,1,0,2,1,TA,5,Typ,1,Fa,Detchd,1,2.0,698.0,3,3,Y,100,32,0,0,0,0,0,6,2009,WD ,149000
20,RL,62.0,9858,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,3,3,1,4,1,864.0,GasA,TA,Y,SBrkr,874,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,2,1.0,288.0,3,3,Y,33,0,0,0,0,0,600,11,2009,WD ,130000
70,RM,50.0,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,3,3,1,1,1,576.0,GasA,Gd,Y,SBrkr,1710,0.0,0.0,2,0,3,1,TA,9,Typ,0,None,Detchd,1,2.0,480.0,3,3,Y,12,11,64,0,0,0,0,4,2010,WD ,140000
20,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,288.0,Gd,TA,PConc,4,3,1,1,1,1836.0,GasA,Ex,Y,SBrkr,1836,0.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,3,2.0,517.0,3,3,Y,0,175,0,0,0,0,0,10,2009,New,264500
20,RL,69.0,14850,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,3,3,1,3,1,1092.0,GasA,TA,Y,FuseA,1092,1.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Attchd,3,1.0,299.0,3,3,Y,268,0,0,0,122,0,0,5,2006,WD ,141000
120,FV,35.0,4274,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,6,1,1241.0,GasA,Ex,Y,SBrkr,1241,1.0,0.0,1,1,1,1,Gd,4,Typ,0,None,Attchd,3,2.0,569.0,3,3,Y,0,116,0,0,0,0,0,11,2007,New,199900
20,RL,80.0,9650,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,4,3,1,5,1,1350.0,GasA,TA,Y,SBrkr,1334,0.0,1.0,2,0,2,1,TA,6,Typ,1,TA,Attchd,2,2.0,630.0,3,3,Y,0,16,0,0,0,0,0,4,2009,WD ,167900
20,RL,68.0,14585,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,3,3,1,4,3,1144.0,GasA,Ex,Y,SBrkr,1429,0.0,1.0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1,2.0,572.0,3,3,Y,216,110,0,0,0,0,0,6,2007,WD ,181900
20,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,4,3,3,6,1,1566.0,GasA,Ex,Y,SBrkr,1566,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2,2.0,750.0,3,3,Y,144,168,0,0,0,0,0,4,2010,WD ,262500
60,RL,68.0,13774,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,TA,Gd,PConc,4,3,1,6,1,908.0,GasA,Ex,Y,SBrkr,2288,0.0,0.0,1,2,4,1,Gd,8,Typ,2,TA,Attchd,2,2.0,520.0,3,3,Y,321,72,0,0,156,0,0,11,2009,WD ,230000
120,FV,50.0,5119,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,5,3,3,6,1,1698.0,GasA,Ex,Y,SBrkr,1709,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,3,2.0,506.0,3,3,Y,97,65,0,0,0,0,0,1,2008,CWD,328900
20,RL,71.0,9254,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,4,3,1,6,1,1721.0,GasA,Ex,Y,SBrkr,1721,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2,2.0,554.0,3,3,Y,168,27,0,0,0,0,0,1,2007,WD ,232698
20,RL,95.0,10324,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,4,3,3,6,1,1254.0,GasA,Ex,Y,SBrkr,1254,1.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2,3.0,810.0,3,3,Y,168,92,0,0,0,0,0,3,2009,WD ,221800
50,RL,63.0,8375,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,3,3,1,5,1,576.0,GasA,Gd,Y,SBrkr,1350,1.0,0.0,1,1,2,1,Gd,6,Min1,0,None,2Types,1,3.0,627.0,3,3,N,0,0,0,0,0,0,0,6,2008,WD ,152400
20,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,4,3,1,1,1,1630.0,GasA,Ex,Y,SBrkr,1630,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1,2.0,451.0,3,3,Y,74,234,0,0,0,0,0,10,2009,WD ,213000
60,RL,74.0,7632,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,Gd,TA,PConc,4,3,1,1,1,784.0,GasA,Ex,Y,SBrkr,1585,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2,2.0,449.0,3,3,Y,100,77,0,0,0,0,0,3,2006,WD ,184900
190,RL,90.0,15750,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,3,3,2,4,1,1165.0,GasA,TA,Y,SBrkr,1336,1.0,0.0,1,0,2,1,TA,5,Typ,2,Gd,Attchd,1,1.0,375.0,3,3,Y,0,0,0,0,0,0,0,6,2006,WD ,157000
20,RL,68.0,9240,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,3,3,1,4,1,864.0,GasA,Gd,Y,SBrkr,1211,0.0,0.0,1,0,2,1,TA,6,Min1,1,TA,Detchd,1,2.0,576.0,3,3,Y,161,0,0,0,0,0,0,3,2006,WD ,144000
20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,TA,TA,CBlock,4,3,1,6,1,1259.0,GasA,Ex,Y,SBrkr,1353,1.0,0.0,2,0,2,1,TA,5,Typ,1,TA,Attchd,2,2.0,478.0,3,3,Y,240,141,0,0,0,0,0,8,2007,WD ,192350
20,RL,80.0,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,TA,TA,CBlock,3,3,1,4,1,1174.0,GasA,Ex,Y,SBrkr,1200,0.0,1.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,2,2.0,440.0,3,3,Y,0,0,0,0,0,0,0,10,2007,CWD,163500
60,RL,86.0,11839,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,4,3,1,6,1,1475.0,GasA,Ex,Y,SBrkr,2329,1.0,0.0,2,1,4,1,Gd,10,Typ,1,Ex,Attchd,1,2.0,514.0,3,3,Y,192,121,0,0,0,0,0,5,2008,WD ,262280
20,RL,70.0,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,4,3,3,6,1,1536.0,GasA,Ex,Y,SBrkr,1536,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2,2.0,532.0,3,3,Y,192,74,0,0,0,0,0,12,2008,WD ,214000
20,RL,90.0,14115,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,TA,TA,PConc,3,3,1,5,6,1073.0,GasA,Ex,Y,SBrkr,1811,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,3,2.0,470.0,3,3,Y,0,0,280,0,0,0,0,7,2006,WD ,230000
60,RL,109.0,14154,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,5,4,1,1,1,1063.0,GasA,Ex,Y,SBrkr,2172,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2,3.0,947.0,3,3,Y,192,62,0,0,0,0,0,8,2007,New,280000
